Transaction_ID,Date,Description,Amount,Payment_Method,Category
TXN007898,2024-10-11,PARKING SPACE RENT #1976,18301.43,Cash,Rent
TXN007899,2025-07-04,NPS CONTRIBUTION INDIA,30964.76,Credit Card,Investment
TXN007900,2025-07-06,JIOSAAVN PRO #9082,967.45,Credit Card,Entertainment
TXN007901,2024-07-26,UPI SAMSUNG STORE,15597.89,UPI,Shopping
TXN007902,2025-03-24,POS FUEL CARD PAYMENT,1763.83,Cash,Fuel
TXN007903,2024-06-08,GREAT LEARNING COURSE,1091.95,UPI,Education
TXN007904,2025-11-28,ENTERTAINMENT EXPENSE ONLINE,1676.81,Wallet,Entertainment
TXN007905,2026-02-28,POS SECURITY DEPOSIT,19821.86,Net Banking,Rent
TXN007906,2026-05-31,VALORANT POINTS #1361,2865.57,Cash,Entertainment
TXN007907,2024-02-14,HOUSE RENT INDIA,47610.42,Net Banking,Rent
TXN007908,2024-03-18,PPF DEPOSIT,157764.19,UPI,Investment
TXN007909,2025-10-13,The Belgian Waffle Co,237.79,UPI,Food
TXN007910,2025-03-21,INVESTMENT TRANSFER ONLINE,138424.54,Wallet,Investment
TXN007911,2024-07-07,NetMeds Order,12298.01,Cash,Healthcare
TXN007912,2025-12-25,INDIGO FLIGHT,4286.26,UPI,Travel
TXN007913,2026-04-29,THEATRE TICKET #8703,3812.1,Debit Card,Entertainment
TXN007914,2024-02-21,HOSPITAL BILL,10062.17,Net Banking,Healthcare
TXN007915,2024-03-12,FINANCIAL INVESTMENT ONLINE,101150.46,UPI,Investment
TXN007916,2024-09-20,POS TATA POWER EV CHARGING,4344.94,Debit Card,Fuel
TXN007917,2026-03-24,UPI DISNEY+ HOTSTAR,2101.53,Net Banking,Entertainment
TXN007918,2024-02-22,POS NAYARA ENERGY FUEL,3006.39,Debit Card,Fuel
TXN007919,2025-04-18,SOCIETY MAINTENANCE RENT PUNE,22787.05,UPI,Rent
TXN007920,2026-04-20,UPI KARAOKE NIGHT,3387.13,Cash,Entertainment
TXN007921,2026-05-18,CRYPTO PURCHASE,145088.74,Debit Card,Investment
TXN007922,2026-04-20,POS SWIGGY INSTAMART,131.68,Credit Card,Food
TXN007923,2025-06-04,HP GAS BOOKING PUNE,2903.26,Credit Card,Bills
TXN007924,2025-12-10,CHAI INDIA,568.13,Net Banking,Food
TXN007925,2024-02-24,WAREHOUSE RENT ONLINE,21769.1,UPI,Rent
TXN007926,2025-10-17,EYE HOSPITAL,3268.69,UPI,Healthcare
TXN007927,2024-12-03,FUEL PURCHASE INDIA,1543.14,Wallet,Fuel
TXN007928,2024-04-16,INCENTIVE CREDIT PUNE,165709.06,Cash,Income
TXN007929,2026-06-19,HOME DECOR PURCHASE,23412.22,Debit Card,Shopping
TXN007930,2024-11-27,CRYPTO PURCHASE,14489.81,Wallet,Investment
TXN007931,2024-10-30,MOBILE PURCHASE ONLINE,14534.13,Credit Card,Shopping
TXN007932,2026-05-13,UPSTOX INVESTMENT #8760,171633.41,Cash,Investment
TXN007933,2024-05-25,Car Fuel,481.24,Wallet,Fuel
TXN007934,2025-02-04,SCOOTER FUEL,1721.65,Net Banking,Fuel
TXN007935,2025-06-21,POS PUNJABI DHABA,664.33,UPI,Food
TXN007936,2024-01-15,WIFI BILL,1315.49,Net Banking,Bills
TXN007937,2025-07-29,PAYROLL CREDIT ONLINE,62005.64,Debit Card,Income
TXN007938,2025-07-08,BYJU'S LEARNING ONLINE,30018.38,UPI,Education
TXN007939,2024-11-14,BROADBAND BILL #7023,8871.17,Credit Card,Bills
TXN007940,2025-05-18,POS LABORATORY FEE,67692.84,Debit Card,Education
TXN007941,2024-04-01,APARTMENT MAINTENANCE PUNE,6993.37,Debit Card,Bills
TXN007942,2024-09-30,IMPS TRANSFER,7401.01,Cash,Other
TXN007943,2025-03-19,OLA OUTSTATION ONLINE,3413.32,Cash,Travel
TXN007944,2024-05-26,COMMERCIAL RENT,40841.88,Net Banking,Rent
TXN007945,2026-01-11,FASHION SHOPPING PUNE,18193.41,Wallet,Shopping
TXN007946,2024-07-27,UPI GOOGLE PLAY PURCHASE,3733.7,UPI,Entertainment
TXN007947,2026-03-29,PVR CINEMAS #7940,4594.94,Wallet,Entertainment
TXN007948,2024-11-09,NATURAL ICE CREAM PUNE,739.42,Wallet,Food
TXN007949,2025-04-13,POS SAMSUNG STORE,22678.59,Credit Card,Shopping
TXN007950,2026-02-23,CANVA PRO SUBSCRIPTION ONLINE,9438.49,Cash,Bills
TXN007951,2025-01-24,UPI APPLE MUSIC,1227.8,Cash,Entertainment
TXN007952,2024-09-15,EXAM REGISTRATION FEE #7846,36725.04,Credit Card,Education
TXN007953,2026-04-23,POS MAKEMYTRIP HOTEL,4437.44,Net Banking,Travel
TXN007954,2024-09-14,RESIDENTIAL RENT,34407.37,UPI,Rent
TXN007955,2024-02-23,UDEMY COURSE,75801.31,Net Banking,Education
TXN007956,2026-04-20,ROOM RENT PUNE,25490.31,Credit Card,Rent
TXN007957,2024-07-13,TEXTBOOK PURCHASE,77401.98,Wallet,Education
TXN007958,2025-07-31,JioMart,8898.01,Cash,Shopping
TXN007959,2024-02-15,UNKNOWN MERCHANT,4738.05,Cash,Other
TXN007960,2025-08-05,PUNE METRO #4555,4329.02,Cash,Travel
TXN007961,2026-05-20,HIGHWAY TOLL #2656,7230.7,Credit Card,Travel
TXN007962,2025-11-30,HEALTH PACKAGE ONLINE,6311.68,UPI,Healthcare
TXN007963,2025-10-09,Juice Center,529.6,UPI,Food
TXN007964,2024-02-21,POS CODING BLOCKS COURSE,46261.97,Wallet,Education
TXN007965,2024-05-30,AMAZON FRESH INDIA,20473.21,UPI,Shopping
TXN007966,2025-05-15,POS MEDICAL STORE,11351.54,Wallet,Healthcare
TXN007967,2026-04-10,CARE HOSPITAL ONLINE,4647.35,Debit Card,Healthcare
TXN007968,2024-08-24,APARTMENT RENT PUNE,19815.1,Debit Card,Rent
TXN007969,2026-05-12,STATE TRANSPORT BUS ONLINE,2011.5,Wallet,Travel
TXN007970,2024-11-28,TATA PLAY RECHARGE ONLINE,4151.07,Net Banking,Bills
TXN007971,2024-10-19,UPI YOUTUBE REVENUE,55036.64,Net Banking,Income
TXN007972,2026-04-11,TORRENT POWER BILL #8445,5604.96,Wallet,Bills
TXN007973,2025-04-18,UBER INTERCITY #7733,189.07,Wallet,Travel
TXN007974,2026-02-08,MORE SUPERMARKET ONLINE,24919.76,Wallet,Shopping
TXN007975,2025-01-26,LABORATORY FEE ONLINE,50246.35,Cash,Education
TXN007976,2025-05-09,BARBEQUE NATION PUNE,1020.14,UPI,Food
TXN007977,2024-09-23,Gaming Purchase,4459.82,Net Banking,Entertainment
TXN007978,2024-02-01,CHAI,763.29,Cash,Food
TXN007979,2025-05-26,INVESTMENT TRANSFER #3831,93533.84,Credit Card,Investment
TXN007980,2024-03-17,clothes,15242.16,Debit Card,Shopping
TXN007981,2024-06-28,YouTube Revenue,99900.25,Debit Card,Income
TXN007982,2024-02-14,GOOGLE PLAY PURCHASE PUNE,3883.41,UPI,Entertainment
TXN007983,2024-10-16,SCHOLARSHIP CREDIT PUNE,18708.13,Credit Card,Income
TXN007984,2024-12-02,RENTAL PAYMENT,14860.03,Debit Card,Rent
TXN007985,2024-04-20,GENERAL PHYSICIAN ONLINE,4043.24,Net Banking,Healthcare
TXN007986,2024-11-20,CNG REFILL INDIA,4763.8,Cash,Fuel
TXN007987,2024-07-24,UPI MUMBAI METRO,7881.81,Cash,Travel
TXN007988,2026-01-17,College Tuition Fee,39135.55,UPI,Education
TXN007989,2025-03-31,RAPIDO AUTO INDIA,6834.62,Credit Card,Travel
TXN007990,2025-07-14,COLLEGE TUITION FEE INDIA,70777.26,Credit Card,Education
TXN007991,2024-09-13,BGMI UC PURCHASE #8472,3822.99,UPI,Entertainment
TXN007992,2025-11-26,IRCTC TATKAL BOOKING ONLINE,7747.82,Cash,Travel
TXN007993,2024-02-16,CANVA PRO SUBSCRIPTION #8404,11014.1,Wallet,Bills
TXN007994,2026-04-06,LEASE PAYMENT INDIA,17936.61,Cash,Rent
TXN007995,2025-07-05,BOOK STORE,17310.7,Credit Card,Shopping
TXN007996,2025-06-20,ELECTRICITY RECHARGE INDIA,10755.89,Net Banking,Bills
TXN007997,2025-05-08,MENTAL HEALTH CONSULTATION #7438,13051.36,Cash,Healthcare
TXN007998,2026-03-21,UDEMY COURSE PUNE,85092.3,Cash,Education
TXN007999,2024-02-05,SEMESTER FEE #9506,20681.51,Debit Card,Education
TXN008000,2026-04-13,UPI DIAGNOSTIC LAB,9910.93,Credit Card,Healthcare
TXN008001,2024-03-18,Goibibo Hotel,2489.47,Wallet,Travel
TXN008002,2025-12-19,STATE TRANSPORT BUS INDIA,1733.43,UPI,Travel
TXN008003,2025-02-03,UPI EMERGENCY TREATMENT,13181.93,Net Banking,Healthcare
TXN008004,2024-06-09,VILLA RENT PUNE,31233.56,Net Banking,Rent
TXN008005,2025-08-17,ELECTRONICS PURCHASE INDIA,12524.12,Debit Card,Shopping
TXN008006,2025-06-23,LIFESTYLE STORE INDIA,3547.45,Net Banking,Shopping
TXN008007,2026-04-27,Rental Income,13257.67,Credit Card,Income
TXN008008,2026-02-15,CAFE COFFEE DAY ONLINE,366.8,Credit Card,Food
TXN008009,2025-04-26,Fuel Expense,455.86,UPI,Fuel
TXN008010,2024-12-22,CODING NINJAS COURSE PUNE,96358.99,Net Banking,Education
TXN008011,2026-04-19,UPI FREE FIRE DIAMONDS,4197.26,Wallet,Entertainment
TXN008012,2024-11-10,VEHICLE REFUELING INDIA,3610.52,Wallet,Fuel
TXN008013,2025-11-17,POS VALORANT POINTS,4365.51,UPI,Entertainment
TXN008014,2024-03-08,INDIGO FLIGHT #3989,4721.08,Credit Card,Travel
TXN008015,2026-01-13,GREAT LEARNING COURSE ONLINE,74247.81,Net Banking,Education
TXN008016,2024-04-09,GARDENING SERVICE,5006.78,Wallet,Other
TXN008017,2024-02-13,DINNER EXPENSE PUNE,333.77,Wallet,Food
TXN008018,2025-03-10,BOND INVESTMENT INDIA,53940.28,UPI,Investment
TXN008019,2024-10-03,EYE HOSPITAL,13915.28,Debit Card,Healthcare
TXN008020,2025-11-21,UPI DOMINO'S PIZZA,919.89,Cash,Food
TXN008021,2025-10-10,AMAZON FRESH,8917.75,UPI,Shopping
TXN008022,2025-12-24,POS NEFT CREDIT,114950.99,Cash,Income
TXN008023,2025-12-10,ORACLE CERTIFICATION INDIA,60966.31,Cash,Education
TXN008024,2025-07-03,TRAVEL AGENCY PUNE,945.75,UPI,Travel
TXN008025,2026-03-14,MAX FASHION ONLINE,344.98,Net Banking,Shopping
TXN008026,2025-04-05,CHEQUE CLEARANCE #1389,1226.04,Net Banking,Other
TXN008027,2026-03-07,PROPERTY LEASE #7228,32693.18,Net Banking,Rent
TXN008028,2024-11-18,SMALLCASE INVESTMENT INDIA,125321.66,Net Banking,Investment
TXN008029,2024-05-25,EATSURE ORDER PUNE,620.27,Net Banking,Food
TXN008030,2024-04-16,BIG BAZAAR,18638.49,Debit Card,Shopping
TXN008031,2025-03-29,UPI PETROL REFILL,3828.19,Net Banking,Fuel
TXN008032,2024-02-23,APARTMENT MAINTENANCE INDIA,8921.73,Credit Card,Bills
TXN008033,2024-09-30,NGO DONATION,290.31,Debit Card,Other
TXN008034,2024-11-05,POSTAL CHARGES,1710.46,Net Banking,Other
TXN008035,2026-06-26,PENALTY CHARGES #8595,5494.86,Debit Card,Other
TXN008036,2024-06-15,CHEQUE DEPOSIT INDIA,5317.69,Debit Card,Other
TXN008037,2025-07-28,MOBILE RECHARGE,7193.01,Wallet,Bills
TXN008038,2025-01-12,JIOHOTSTAR SUBSCRIPTION ONLINE,723.64,Wallet,Entertainment
TXN008039,2026-04-23,CAFE COFFEE DAY PUNE,883.74,Net Banking,Food
TXN008040,2024-06-11,Emergency Treatment,5141.65,Cash,Healthcare
TXN008041,2026-05-08,MONTHLY SALARY ONLINE,243057.14,UPI,Income
TXN008042,2026-04-09,Blood Test,5212.08,UPI,Healthcare
TXN008043,2025-12-03,ANNUAL MEMBERSHIP FEE ONLINE,10687.64,Debit Card,Bills
TXN008044,2025-01-22,HOSTEL RENT ONLINE,17831.75,Wallet,Rent
TXN008045,2025-01-11,UPI FUEL CARD PAYMENT,4844.75,Net Banking,Fuel
TXN008046,2025-12-31,POS ANNUAL BONUS,202827.69,Net Banking,Income
TXN008047,2025-11-15,POS UBER RIDE,574.68,UPI,Travel
TXN008048,2024-04-20,POS SWIGGY UPI,618.66,Debit Card,Food
TXN008049,2024-03-08,INVESTMENT TRANSFER INDIA,19386.81,Net Banking,Investment
TXN008050,2026-01-21,MOBILE PURCHASE PUNE,12266.87,Cash,Shopping
TXN008051,2024-06-14,Samsung Store,7020.62,Cash,Shopping
TXN008052,2025-08-02,LEASE PAYMENT #9528,14719.85,Debit Card,Rent
TXN008053,2024-12-15,LATE PAYMENT FEE PUNE,3332.53,Credit Card,Other
TXN008054,2024-02-23,POS RENTAL INCOME,40228.36,UPI,Income
TXN008055,2026-01-25,UPI DOCUMENT CHARGES,7103.33,Credit Card,Other
TXN008056,2025-10-10,EXPRESSWAY FUEL #2966,4171.25,UPI,Fuel
TXN008057,2025-07-04,Dry Cleaning,7294.38,Debit Card,Other
TXN008058,2025-11-04,INTERNET BILL,10802.02,Credit Card,Bills
TXN008059,2025-05-24,POS TRADING ACCOUNT FUNDING,146914.4,Net Banking,Investment
TXN008060,2026-03-13,WIFI BILL #6177,11865.46,Wallet,Bills
TXN008061,2024-11-16,UPI UPI RECEIVED,182368.36,Cash,Income
TXN008062,2024-09-29,UPI SHOPPERS STOP,1536.87,Net Banking,Shopping
TXN008063,2026-02-01,NORTH INDIAN RESTAURANT ONLINE,1132.12,Wallet,Food
TXN008064,2024-01-26,JIOHOTSTAR SUBSCRIPTION ONLINE,942.76,UPI,Entertainment
TXN008065,2025-07-09,LEVI'S STORE #6408,3620.59,Debit Card,Shopping
TXN008066,2025-07-04,UPI MUMBAI METRO,6092.73,Credit Card,Travel
TXN008067,2026-01-12,UPI JEHANGIR HOSPITAL,517.11,Wallet,Healthcare
TXN008068,2025-06-22,APPLE APP STORE ONLINE,652.54,Net Banking,Entertainment
TXN008069,2025-07-19,CAR WASH ONLINE,5190.97,Debit Card,Other
TXN008070,2025-11-04,ADIDAS STORE #6538,13568.67,Wallet,Shopping
TXN008071,2026-03-20,UPI RETIREMENT FUND,146274.04,Credit Card,Investment
TXN008072,2024-03-13,UPI MAKEMYTRIP FLIGHT,6140.26,Credit Card,Travel
TXN008073,2025-07-14,Emergency Treatment,14655.78,Net Banking,Healthcare
TXN008074,2025-11-02,SNAPDEAL ONLINE,10518.38,Debit Card,Shopping
TXN008075,2025-04-04,POS MUSEUM TICKET,2071.09,Credit Card,Entertainment
TXN008076,2026-02-21,Capital Investment,124961.41,Credit Card,Investment
TXN008077,2026-06-11,UPI UDEMY COURSE,54756.57,Wallet,Education
TXN008078,2024-11-07,UPI RAPIDO AUTO,2821.7,Credit Card,Travel
TXN008079,2025-04-03,HOUSE RENT,5546.99,Net Banking,Rent
TXN008080,2024-10-05,UPI GAS STATION,3075.19,Debit Card,Fuel
TXN008081,2025-01-08,LAPTOP PURCHASE INDIA,13586.16,Credit Card,Shopping
TXN008082,2024-05-23,IMPS CREDIT,211247.33,Credit Card,Income
TXN008083,2026-04-07,UNKNOWN MERCHANT PUNE,4241.83,Credit Card,Other
TXN008084,2024-06-06,CLOTHES PUNE,10540.54,Wallet,Shopping
TXN008085,2025-11-23,POS NORTH INDIAN RESTAURANT,274.62,Debit Card,Food
TXN008086,2025-05-19,EQUITY INVESTMENT ONLINE,164543.37,Wallet,Investment
TXN008087,2025-12-04,CT Scan,10032.65,Wallet,Healthcare
TXN008088,2026-04-13,RAPIDO AUTO INDIA,2815.02,Net Banking,Travel
TXN008089,2025-04-02,DENTAL CLINIC ONLINE,7641.46,Net Banking,Healthcare
TXN008090,2025-07-01,POS FLIPKART GROCERY,19264.78,UPI,Shopping
TXN008091,2024-07-09,Capital Investment,62626.72,Credit Card,Investment
TXN008092,2025-08-21,Vaccination,4634.81,Credit Card,Healthcare
TXN008093,2024-07-06,Advance Rent,5908.09,Debit Card,Rent
TXN008094,2025-11-14,CAR FUEL #8109,681.2,Debit Card,Fuel
TXN008095,2026-01-21,POS AIRTEL XSTREAM FIBER,11124.82,Cash,Bills
TXN008096,2025-08-14,Dividend Credit,63776.28,UPI,Income
TXN008097,2024-04-13,HALDIRAM'S ONLINE,734.4,Net Banking,Food
TXN008098,2025-03-23,SWIGGY MUMBAI,1311.35,Debit Card,Food
TXN008099,2026-03-29,BHARAT PETROLEUM,2860.05,Cash,Fuel
TXN008100,2025-05-29,XBOX STORE ONLINE,2366.04,Net Banking,Entertainment
TXN008101,2024-05-14,COMPANY SALARY PUNE,210551.82,Wallet,Income
TXN008102,2026-01-06,BOOKMYSHOW MOVIE,4591.6,UPI,Entertainment
TXN008103,2024-05-14,SIMPLILEARN COURSE INDIA,50966.45,Credit Card,Education
TXN008104,2026-06-06,RAPIDO AUTO PUNE,7280.0,Cash,Travel
TXN008105,2024-06-02,NEFT Transfer,1089.57,UPI,Other
TXN008106,2025-11-03,ICLOUD STORAGE ONLINE,2980.91,Debit Card,Bills
TXN008107,2025-03-02,HEALTH CHECKUP PUNE,6902.23,Debit Card,Healthcare
TXN008108,2025-06-20,POS COURSERA COURSE,60843.18,Cash,Education
TXN008109,2024-08-29,Petrol Bunk,1899.29,Credit Card,Fuel
TXN008110,2024-07-03,BUS FUEL PUNE,245.47,Debit Card,Fuel
TXN008111,2024-09-27,ELECTRICITY RECHARGE INDIA,8905.28,Cash,Bills
TXN008112,2024-07-18,UPI MANIPAL HOSPITAL,3775.77,UPI,Healthcare
TXN008113,2024-12-17,POS NPTEL COURSE,13858.0,Wallet,Education
TXN008114,2026-05-08,SHELL PETROL PUMP INDIA,1145.13,Net Banking,Fuel
TXN008115,2024-01-23,MEDICAL EQUIPMENT #4161,4669.6,Wallet,Healthcare
TXN008116,2025-03-08,POSTAL CHARGES PUNE,4622.19,Credit Card,Other
TXN008117,2025-08-30,RESORT BOOKING INDIA,505.0,Net Banking,Travel
TXN008118,2024-06-25,SHELL PETROL PUMP PUNE,4620.73,Debit Card,Fuel
TXN008119,2024-12-16,MARRIAGE GIFT ONLINE,1949.04,Debit Card,Other
TXN008120,2026-03-25,Fuel Purchase,2426.33,Debit Card,Fuel
TXN008121,2025-01-20,POS ZOMATO ORDER,1442.27,Credit Card,Food
TXN008122,2024-07-21,ZOMATO ORDER INDIA,217.77,Cash,Food
TXN008123,2025-01-15,RETIREMENT FUND ONLINE,120192.97,Credit Card,Investment
TXN008124,2024-04-17,DIVIDEND CREDIT PUNE,159975.43,UPI,Income
TXN008125,2024-10-14,WAREHOUSE RENT ONLINE,13490.57,Net Banking,Rent
TXN008126,2026-06-10,SWIGGY FOOD DELIVERY INDIA,247.61,Net Banking,Food
TXN008127,2026-04-26,GROWW INVESTMENT PUNE,197384.69,Wallet,Investment
TXN008128,2024-03-13,PPF DEPOSIT PUNE,64174.32,Credit Card,Investment
TXN008129,2024-08-26,POS HOME DECOR PURCHASE,19304.35,Debit Card,Shopping
TXN008130,2025-09-30,PERSONAL EXPENSE #7367,5575.07,Wallet,Other
TXN008131,2025-07-16,DMART,23458.06,Debit Card,Shopping
TXN008132,2025-11-04,FASTAG RECHARGE,1810.48,Wallet,Fuel
TXN008133,2026-04-29,TATA POWER BILL PUNE,5779.99,Net Banking,Bills
TXN008134,2026-06-28,POS BSNL RECHARGE,8818.19,Net Banking,Bills
TXN008135,2024-03-19,State Transport Bus,5289.36,Wallet,Travel
TXN008136,2024-09-19,UPI DONATION,8477.94,Cash,Other
TXN008137,2024-10-31,UPI GOOGLE CERTIFICATION,28009.75,Cash,Education
TXN008138,2024-06-26,SNACKS PURCHASE,222.31,UPI,Food
TXN008139,2026-03-26,Bus Fuel,4206.13,Wallet,Fuel
TXN008140,2024-03-06,LABORATORY FEE #5839,89423.78,Net Banking,Education
TXN008141,2026-03-29,KARAOKE NIGHT PUNE,4264.12,Net Banking,Entertainment
TXN008142,2025-05-03,SCHOLARSHIP CREDIT PUNE,111243.44,UPI,Income
TXN008143,2024-07-27,UPI SWIGGY INSTAMART,1357.99,Credit Card,Food
TXN008144,2025-07-06,VEDANTU CLASSES,58248.46,Wallet,Education
TXN008145,2024-12-12,AFFILIATE INCOME,154522.34,Wallet,Income
TXN008146,2024-05-27,UPI LPG FUEL,455.03,Cash,Fuel
TXN008147,2024-05-30,FASTAG TOLL,4748.57,Net Banking,Travel
TXN008148,2025-03-18,WATER PARK ENTRY ONLINE,4474.85,Credit Card,Entertainment
TXN008149,2025-10-24,ORTHOPEDIC CONSULTATION ONLINE,5762.92,Debit Card,Healthcare
TXN008150,2026-05-25,CHEQUE DEPOSIT INDIA,6316.59,Cash,Other
TXN008151,2024-02-10,UPI FUEL FOR TRIP,653.91,UPI,Travel
TXN008152,2025-04-01,UPI FRESHMENU,171.42,Debit Card,Food
TXN008153,2025-01-13,BEHROUZ BIRYANI PUNE,475.4,Credit Card,Food
TXN008154,2024-03-09,GOLD INVESTMENT ONLINE,21598.88,Credit Card,Investment
TXN008155,2025-12-14,INVESTMENT TRANSFER PUNE,93237.09,Credit Card,Investment
TXN008156,2024-02-12,Hospital Bill,1271.95,UPI,Healthcare
TXN008157,2024-08-14,HOSPITAL BILL INDIA,8685.83,Cash,Healthcare
TXN008158,2026-03-26,ENT CONSULTATION,4328.39,Net Banking,Healthcare
TXN008159,2025-10-20,TATA POWER BILL #4811,9946.83,UPI,Bills
TXN008160,2024-12-29,POS TATA CLIQ,3385.3,Credit Card,Shopping
TXN008161,2026-05-15,UPI JIOHOTSTAR SUBSCRIPTION,3336.85,Cash,Entertainment
TXN008162,2026-03-18,POS ETHEREUM INVESTMENT,198367.78,Debit Card,Investment
TXN008163,2025-12-27,MAX HOSPITAL #6629,3796.96,Net Banking,Healthcare
TXN008164,2026-04-06,BPCL FUEL STATION INDIA,2000.52,UPI,Fuel
TXN008165,2024-08-19,UPI BLOOD TEST,14086.16,Net Banking,Healthcare
TXN008166,2026-01-28,H&M INDIA #2750,7026.89,Debit Card,Shopping
TXN008167,2025-12-11,OLA OUTSTATION,7732.66,Credit Card,Travel
TXN008168,2024-05-22,TAX REFUND ONLINE,239757.45,Debit Card,Income
TXN008169,2024-05-27,POS GAMING PURCHASE,2690.71,Debit Card,Entertainment
TXN008170,2024-12-31,CODING NINJAS COURSE INDIA,11229.14,Credit Card,Education
TXN008171,2025-11-28,INCOME CREDIT PUNE,238419.26,Debit Card,Income
TXN008172,2026-06-23,JIO FIBER BILL PUNE,10270.58,Net Banking,Bills
TXN008173,2024-10-23,UPI BUSINESS INCOME,103874.11,Credit Card,Income
TXN008174,2024-04-18,NGO DONATION ONLINE,7873.93,Credit Card,Other
TXN008175,2026-05-23,ATHER GRID CHARGING PUNE,3164.44,Wallet,Fuel
TXN008176,2024-10-31,UPI TENANT RENT,28058.09,Cash,Rent
TXN008177,2024-08-01,Monthly Salary,68603.75,Debit Card,Income
TXN008178,2025-01-24,TAXI FARE #2677,7884.6,UPI,Travel
TXN008179,2024-08-07,VILLA RENT PUNE,23543.86,Wallet,Rent
TXN008180,2025-08-21,POS ATM CASH WITHDRAWAL,199.44,Credit Card,Other
TXN008181,2025-04-11,POS CHARGEZONE EV,1915.68,Credit Card,Fuel
TXN008182,2024-02-04,Google AdSense Payment,169421.54,Net Banking,Income
TXN008183,2024-01-04,IKEA INDIA,3861.51,Credit Card,Shopping
TXN008184,2026-05-28,ACT FIBERNET PUNE,9254.3,Credit Card,Bills
TXN008185,2026-05-21,KFC INDIA,1226.05,Credit Card,Food
TXN008186,2026-06-25,PROJECT PAYMENT INDIA,175738.33,UPI,Income
TXN008187,2026-05-10,DINEOUT PAYMENT ONLINE,636.35,Net Banking,Food
TXN008188,2024-12-29,WATER BILL INDIA,4369.31,Wallet,Bills
TXN008189,2025-08-29,1MG MEDICINE ORDER ONLINE,9215.9,Cash,Healthcare
TXN008190,2024-04-25,ABHIBUS BOOKING #3511,3393.52,Debit Card,Travel
TXN008191,2025-02-10,MISCELLANEOUS PAYMENT ONLINE,4209.03,Credit Card,Other
TXN008192,2024-03-18,POS UPSTOX INVESTMENT,67983.22,Credit Card,Investment
TXN008193,2025-12-12,LABORATORY FEE #3103,73853.62,Wallet,Education
TXN008194,2026-01-09,UPI YOUTUBE PREMIUM,3544.75,Wallet,Entertainment
TXN008195,2024-02-23,PARKING SPACE RENT PUNE,48985.42,UPI,Rent
TXN008196,2024-07-06,POS METRO CARD RECHARGE,3282.31,UPI,Travel
TXN008197,2024-05-02,Google One Subscription,4013.53,UPI,Bills
TXN008198,2024-09-19,ULIP INVESTMENT ONLINE,150359.89,UPI,Investment
TXN008199,2025-04-26,SCOOTER FUEL PUNE,4912.63,Debit Card,Fuel
TXN008200,2024-02-06,UPI GOOGLE ONE SUBSCRIPTION,10737.51,Credit Card,Bills
TXN008201,2025-09-12,NEFT CREDIT,109427.2,Debit Card,Income
TXN008202,2026-04-19,PERFORMANCE BONUS PUNE,140250.74,Credit Card,Income
TXN008203,2025-12-12,POS ONLINE EARNINGS,66921.49,Wallet,Income
TXN008204,2026-05-12,SHARE MARKET INVESTMENT #4155,9865.04,Net Banking,Investment
TXN008205,2025-10-26,SKIN SPECIALIST INDIA,6153.07,Debit Card,Healthcare
TXN008206,2025-10-17,FIXED DEPOSIT ONLINE,142035.61,UPI,Investment
TXN008207,2025-01-25,UPI APARTMENT MAINTENANCE,2790.95,Wallet,Bills
TXN008208,2025-01-30,NETFLIX SUBSCRIPTION INDIA,2303.66,Credit Card,Entertainment
TXN008209,2025-05-12,Big Bazaar,13578.62,Credit Card,Shopping
TXN008210,2026-05-30,GOOGLE ADSENSE PAYMENT ONLINE,239191.9,Credit Card,Income
TXN008211,2025-06-11,APOLLO HOSPITAL PUNE,5620.97,Net Banking,Healthcare
TXN008212,2024-02-25,Digital Gold Purchase,4350.74,Cash,Investment
TXN008213,2024-11-03,POS STORAGE UNIT RENT,14410.81,Debit Card,Rent
TXN008214,2026-03-03,PENALTY CHARGES #3431,2986.2,UPI,Other
TXN008215,2025-07-26,POS ECG TEST,4800.39,Net Banking,Healthcare
TXN008216,2025-04-16,UPI BMTC BUS TICKET,1115.38,Debit Card,Travel
TXN008217,2025-08-25,Bowling Alley,1264.11,Wallet,Entertainment
TXN008218,2025-10-04,SCHOLARSHIP CREDIT #4046,147941.11,UPI,Income
TXN008219,2024-12-27,POS SPOTIFY PREMIUM,4979.89,Wallet,Entertainment
TXN008220,2025-12-12,CODECHEF SUBSCRIPTION #6323,65478.24,Wallet,Education
TXN008221,2025-06-09,DINNER EXPENSE INDIA,670.98,Net Banking,Food
TXN008222,2025-12-29,HOSTEL FEE ONLINE,99163.99,UPI,Education
TXN008223,2025-06-06,Medical Expenses,8397.57,Credit Card,Healthcare
TXN008224,2025-08-12,UPI LPG FUEL,2385.66,Net Banking,Fuel
TXN008225,2024-04-07,NETMEDS ORDER PUNE,8984.25,Net Banking,Healthcare
TXN008226,2024-03-16,MAINLAND CHINA,627.31,UPI,Food
TXN008227,2026-03-06,Highway Fuel Stop,1335.54,Net Banking,Fuel
TXN008228,2024-11-25,PVR CINEMAS INDIA,2118.6,Credit Card,Entertainment
TXN008229,2026-03-10,POS PAYROLL CREDIT,107326.95,Cash,Income
TXN008230,2026-03-16,THEOBROMA #9708,1173.28,Debit Card,Food
TXN008231,2024-06-04,1MG MEDICINE ORDER ONLINE,6752.49,UPI,Healthcare
TXN008232,2024-04-29,UPI RAILWAY PLATFORM TICKET,6347.29,UPI,Travel
