Transaction_ID,Date,Description,Amount,Payment_Method,Category,clean_description,merchant,day_of_week
TXN008225,2024-04-07,NETMEDS ORDER PUNE,8984.25,Net Banking,Healthcare,netmeds order pune,netmeds,6
TXN008226,2024-03-16,MAINLAND CHINA,627.31,UPI,Food,mainland china,mainland,5
TXN008227,2026-03-06,Highway Fuel Stop,1335.54,Net Banking,Fuel,highway fuel stop,highway,4
TXN008228,2024-11-25,PVR CINEMAS INDIA,2118.6,Credit Card,Entertainment,pvr cinemas india,pvr,0
TXN008229,2026-03-10,POS PAYROLL CREDIT,107326.95,Cash,Income,pos payroll credit,payroll,1
TXN008230,2026-03-16,THEOBROMA #9708,1173.28,Debit Card,Food,theobroma,theobroma,0
TXN008231,2024-06-04,1MG MEDICINE ORDER ONLINE,6752.49,UPI,Healthcare,mg medicine order online,mg,1
TXN008232,2024-04-29,UPI RAILWAY PLATFORM TICKET,6347.29,UPI,Travel,upi railway platform ticket,railway,0
TXN008233,2026-02-24,POS FORTIS HOSPITAL,1923.98,Debit Card,Healthcare,pos fortis hospital,fortis,1
TXN008234,2024-04-21,CASH WITHDRAWAL INDIA,5245.88,Net Banking,Other,cash withdrawal india,cash,6
TXN008235,2024-02-04,CONFERENCE REGISTRATION,33137.16,Debit Card,Education,conference registration,conference,6
TXN008236,2026-04-06,COMMERCIAL VEHICLE FUEL PUNE,3375.68,Net Banking,Fuel,commercial vehicle fuel pune,commercial,0
TXN008237,2024-04-05,MUNICIPAL WATER BILL,3051.82,Net Banking,Bills,municipal water bill,municipal,4
TXN008238,2026-02-12,Municipal Water Bill,6136.9,Cash,Bills,municipal water bill,municipal,3
TXN008239,2024-12-14,GARBAGE COLLECTION FEE PUNE,2577.28,Debit Card,Bills,garbage collection fee pune,garbage,5
TXN008240,2026-01-22,JIOSAAVN PRO,4656.12,UPI,Entertainment,jiosaavn pro,jiosaavn,3
TXN008241,2025-02-04,Storage Unit Rent,13516.4,Net Banking,Rent,storage unit rent,storage,1
TXN008242,2024-12-28,HOME CENTRE,21164.8,Net Banking,Shopping,home centre,home,5
TXN008243,2024-03-31,BIG BAZAAR INDIA,24749.69,Cash,Shopping,big bazaar india,big,6
TXN008244,2026-05-15,UPI OVEN STORY PIZZA,162.52,Net Banking,Food,upi oven story pizza,oven,4
TXN008245,2024-03-02,INCOME CREDIT INDIA,179931.31,Net Banking,Income,income credit india,income,5
TXN008246,2025-08-04,BHARAT GAS BOOKING ONLINE,4986.27,Cash,Bills,bharat gas booking online,bharat,0
TXN008247,2025-02-02,CHEQUE DEPOSIT INDIA,409.48,UPI,Other,cheque deposit india,cheque,6
TXN008248,2025-12-09,MANIPAL HOSPITAL ONLINE,6060.09,Wallet,Healthcare,manipal hospital online,manipal,1
TXN008249,2026-06-13,PAYROLL CREDIT INDIA,140822.02,Wallet,Income,payroll credit india,payroll,5
TXN008250,2026-06-11,POS VIJAY SALES,3365.11,Debit Card,Shopping,pos vijay sales,vijay,3
TXN008251,2024-05-23,Rapido Auto,3700.01,Credit Card,Travel,rapido auto,rapido,3
TXN008252,2025-04-28,VEDANTU CLASSES INDIA,28463.2,UPI,Education,vedantu classes india,vedantu,0
TXN008253,2025-12-02,HYPERMARKET PURCHASE PUNE,2223.53,Wallet,Shopping,hypermarket purchase pune,hypermarket,1
TXN008254,2025-05-27,UPSTOX INVESTMENT ONLINE,92278.04,Credit Card,Investment,upstox investment online,upstox,1
TXN008255,2024-04-23,EYE HOSPITAL,9648.87,UPI,Healthcare,eye hospital,eye,1
TXN008256,2024-09-06,SAGAR RATNA INDIA,302.01,Wallet,Food,sagar ratna india,sagar,4
TXN008257,2024-08-24,POS WATER BILL,2278.03,UPI,Bills,pos water bill,water,5
TXN008258,2024-01-01,STARBUCKS INDIA,820.03,Debit Card,Food,starbucks india,starbucks,0
TXN008259,2025-01-12,HP FUEL STATION INDIA,1876.13,UPI,Fuel,hp fuel station india,hp,6
TXN008260,2025-05-24,ANNUAL MEMBERSHIP FEE ONLINE,9212.2,Wallet,Other,annual membership fee online,annual,5
TXN008261,2025-05-12,STUDIO APARTMENT RENT INDIA,28293.92,Net Banking,Rent,studio apartment rent india,studio,0
TXN008262,2026-02-23,MISCELLANEOUS PAYMENT #2287,5860.36,Credit Card,Other,miscellaneous payment,miscellaneous,0
TXN008263,2024-06-15,UPI IRCTC TATKAL BOOKING,7236.62,UPI,Travel,upi irctc tatkal booking,irctc,5
TXN008264,2025-01-19,KITCHEN APPLIANCES ONLINE,21910.13,Wallet,Shopping,kitchen appliances online,kitchen,6
TXN008265,2025-12-29,BOAT LIFESTYLE #7825,8166.4,Net Banking,Shopping,boat lifestyle,boat,0
TXN008266,2025-05-13,CAFE COFFEE DAY PUNE,379.68,Net Banking,Food,cafe coffee day pune,cafe,1
TXN008267,2026-02-11,BASKIN ROBBINS INDIA,1451.5,Credit Card,Food,baskin robbins india,baskin,2
TXN008268,2026-03-12,UNACADEMY SUBSCRIPTION INDIA,70382.54,Debit Card,Education,unacademy subscription india,unacademy,3
TXN008269,2026-05-03,HEALTH CHECKUP INDIA,12235.51,Debit Card,Healthcare,health checkup india,health,6
TXN008270,2024-11-29,POS INCOME CREDIT,48237.43,Debit Card,Income,pos income credit,income,4
TXN008271,2025-08-12,INTERNET BILL ONLINE,9642.23,Cash,Bills,internet bill online,internet,1
TXN008272,2024-04-25,LOCAL TRAIN TICKET INDIA,3849.73,Credit Card,Travel,local train ticket india,local,3
TXN008273,2025-10-29,POS UPI RECEIVED,219523.53,Net Banking,Income,pos upi received,received,2
TXN008274,2024-11-29,UPI PROJECT PAYMENT,241755.65,Net Banking,Income,upi project payment,project,4
TXN008275,2026-03-14,SPOTIFY PREMIUM PUNE,6096.98,Wallet,Bills,spotify premium pune,spotify,5
TXN008276,2026-01-30,CAB FUEL,3197.17,UPI,Fuel,cab fuel,cab,4
TXN008277,2026-01-08,AIRTEL XSTREAM FIBER,10548.65,Credit Card,Bills,airtel xstream fiber,airtel,3
TXN008278,2025-04-24,STOCK PURCHASE #6123,57641.21,Cash,Investment,stock purchase,stock,3
TXN008279,2024-05-03,Municipal Charges,4765.11,Credit Card,Other,municipal charges,municipal,4
TXN008280,2025-06-28,FURNITURE PURCHASE INDIA,4032.45,Cash,Shopping,furniture purchase india,furniture,5
TXN008281,2025-11-29,APARTMENT RENT,20834.72,UPI,Rent,apartment rent,apartment,5
TXN008282,2025-02-24,INCENTIVE CREDIT ONLINE,201982.44,UPI,Income,incentive credit online,incentive,0
TXN008283,2024-06-27,POS NORTH INDIAN RESTAURANT,535.61,Debit Card,Food,pos north indian restaurant,north,3
TXN008284,2024-05-12,UPI TATA POWER EV CHARGING,3194.48,Net Banking,Fuel,upi tata power ev charging,tata,6
TXN008285,2025-12-10,House Cleaning,3310.55,Credit Card,Other,house cleaning,house,2
TXN008286,2025-04-25,STAND-UP COMEDY SHOW PUNE,2281.07,Wallet,Entertainment,stand up comedy show pune,stand,4
TXN008287,2026-05-07,POS PROCESSING FEE,3052.88,Net Banking,Other,pos processing fee,processing,3
TXN008288,2024-06-25,HIGHWAY FUEL STOP PUNE,3311.33,Cash,Fuel,highway fuel stop pune,highway,1
TXN008289,2026-05-07,UPI BSNL RECHARGE,7515.33,Debit Card,Bills,upi bsnl recharge,bsnl,3
TXN008290,2025-06-25,FIXED DEPOSIT #3233,130120.74,Debit Card,Investment,fixed deposit,fixed,2
TXN008291,2024-08-12,LPG Cylinder Booking,4613.85,Debit Card,Bills,lpg cylinder booking,lpg,0
TXN008292,2026-04-19,McDonald's,723.19,Debit Card,Food,mcdonald s,mcdonald,6
TXN008293,2025-10-22,POS ORTHOPEDIC CONSULTATION,6861.08,Credit Card,Healthcare,pos orthopedic consultation,orthopedic,2
TXN008294,2025-06-20,POS CHARGEZONE EV,4070.46,UPI,Fuel,pos chargezone ev,chargezone,4
TXN008295,2026-06-06,FESTIVAL BONUS,179307.53,Net Banking,Income,festival bonus,festival,5
TXN008296,2024-08-04,BOND INVESTMENT PUNE,115804.94,Debit Card,Investment,bond investment pune,bond,6
TXN008297,2024-07-15,SALARY CREDIT INDIA,106100.07,Credit Card,Income,salary credit india,salary,0
TXN008298,2025-12-22,UPI BMTC BUS TICKET,5199.65,Credit Card,Travel,upi bmtc bus ticket,bmtc,0
TXN008299,2026-05-23,GOOGLE PLAY PURCHASE #1414,3636.5,Wallet,Entertainment,google play purchase,google,5
TXN008300,2025-09-13,UPI DISNEY+ HOTSTAR,1676.17,Debit Card,Entertainment,upi disney hotstar,disney,5
TXN008301,2024-04-22,NETFLIX RENEWAL INDIA,3518.82,Credit Card,Entertainment,netflix renewal india,netflix,0
TXN008302,2024-03-18,POS GAANA PLUS,4368.4,UPI,Entertainment,pos gaana plus,gaana,0
TXN008303,2025-11-16,UBER AUTO INDIA,1173.37,UPI,Travel,uber auto india,uber,6
TXN008304,2026-05-23,SPENCER'S RETAIL,4837.09,Credit Card,Shopping,spencer s retail,spencer,5
TXN008305,2025-09-25,HEALTH CHECKUP ONLINE,5480.5,UPI,Healthcare,health checkup online,health,3
TXN008306,2025-12-22,UPI DIESEL REFILL,972.86,UPI,Fuel,upi diesel refill,diesel,0
TXN008307,2024-12-06,AMAZON PAY INDIA,4275.44,Credit Card,Shopping,amazon pay india,amazon,4
TXN008308,2026-06-30,Processing Fee,7510.88,Net Banking,Other,processing fee,processing,1
TXN008309,2025-02-15,INTEREST CREDIT INDIA,85159.63,UPI,Income,interest credit india,interest,5
TXN008310,2025-05-09,POS COLLEGE TUITION FEE,4667.6,UPI,Education,pos college tuition fee,college,4
TXN008311,2026-04-26,INCENTIVE CREDIT #9824,72997.22,Wallet,Income,incentive credit,incentive,6
TXN008312,2026-04-04,UPI ACCOMMODATION RENT,46796.45,Wallet,Rent,upi accommodation rent,accommodation,5
TXN008313,2024-04-18,EXPRESSWAY FUEL ONLINE,2677.38,Cash,Fuel,expressway fuel online,expressway,3
TXN008314,2025-12-24,UPI HIGHWAY FUEL STOP,623.35,Credit Card,Fuel,upi highway fuel stop,highway,2
TXN008315,2026-03-19,POS ORACLE CERTIFICATION,34632.1,UPI,Education,pos oracle certification,oracle,3
TXN008316,2026-05-16,RECURRING DEPOSIT ONLINE,137795.59,UPI,Investment,recurring deposit online,recurring,5
TXN008317,2025-02-02,Storage Unit Rent,15555.37,Net Banking,Rent,storage unit rent,storage,6
TXN008318,2025-03-17,VI RECHARGE ONLINE,956.91,Net Banking,Bills,vi recharge online,vi,0
TXN008319,2025-01-18,GAANA PLUS PUNE,1686.24,Wallet,Entertainment,gaana plus pune,gaana,5
TXN008320,2024-01-13,BUSINESS INCOME PUNE,227655.47,Wallet,Income,business income pune,business,5
TXN008321,2025-04-18,DOMINO'S PIZZA INDIA,430.24,UPI,Food,domino s pizza india,domino,4
TXN008322,2024-11-10,XBOX STORE PUNE,2108.04,Debit Card,Entertainment,xbox store pune,xbox,6
TXN008323,2025-11-28,TAX SAVING MUTUAL FUND INDIA,46905.55,Wallet,Investment,tax saving mutual fund india,tax,4
TXN008324,2025-07-28,BIKE FUEL INDIA,252.88,Wallet,Fuel,bike fuel india,bike,0
TXN008325,2025-02-14,UBER MOTO,7685.8,Credit Card,Travel,uber moto,uber,4
TXN008326,2025-03-11,UPI REDBUS TICKET,6560.88,UPI,Travel,upi redbus ticket,redbus,1
TXN008327,2024-01-19,UPI WALLET TRANSFER,1563.85,Credit Card,Other,upi wallet transfer,wallet,4
TXN008328,2024-12-07,BREAKFAST EXPENSE #3367,111.69,Wallet,Food,breakfast expense,breakfast,5
TXN008329,2024-05-13,VISTARA FLIGHT PUNE,2885.66,Cash,Travel,vistara flight pune,vistara,0
TXN008330,2025-02-25,UPI HOME REPAIR,1493.84,Credit Card,Other,upi home repair,home,1
TXN008331,2025-01-22,HOME CENTRE,14666.63,Cash,Shopping,home centre,home,2
TXN008332,2024-09-10,THEOBROMA,161.17,Wallet,Food,theobroma,theobroma,1
TXN008333,2026-06-20,TOUR PACKAGE #2065,7938.96,Wallet,Travel,tour package,tour,5
TXN008334,2026-04-07,UPI MONTHLY SALARY,65368.64,Debit Card,Income,upi monthly salary,monthly,1
TXN008335,2025-01-06,UPI HP GAS BOOKING,2557.04,Debit Card,Bills,upi hp gas booking,hp,0
TXN008336,2025-06-01,MONTHLY RENT ONLINE,47845.98,Wallet,Rent,monthly rent online,monthly,6
TXN008337,2026-03-16,POS DMART,19442.77,UPI,Shopping,pos dmart,dmart,0
TXN008338,2025-03-31,GAS BILL,10894.33,Cash,Bills,gas bill,gas,0
TXN008339,2024-08-07,Property Lease,27152.59,Net Banking,Rent,property lease,property,2
TXN008340,2025-10-26,HACKERRANK PREMIUM PUNE,55821.54,Debit Card,Education,hackerrank premium pune,hackerrank,6
TXN008341,2026-05-09,POS RESORT BOOKING,3636.33,Debit Card,Travel,pos resort booking,resort,5
TXN008342,2024-02-10,IMPS CREDIT INDIA,102503.22,UPI,Income,imps credit india,credit,5
TXN008343,2026-02-05,COVID TEST INDIA,10020.74,Debit Card,Healthcare,covid test india,covid,3
TXN008344,2026-06-18,KFC #2700,1231.92,Wallet,Food,kfc,kfc,3
TXN008345,2024-01-19,PASSPORT FEE PUNE,3194.81,Credit Card,Other,passport fee pune,passport,4
TXN008346,2024-10-17,ECG Test,11116.0,Net Banking,Healthcare,ecg test,ecg,3
TXN008347,2024-09-07,PRESCRIPTION MEDICINES ONLINE,9920.8,UPI,Healthcare,prescription medicines online,prescription,5
TXN008348,2025-01-23,PROCESSING FEE PUNE,1737.4,Credit Card,Other,processing fee pune,processing,3
TXN008349,2024-06-18,POS TRAVEL AGENCY,6286.95,Debit Card,Travel,pos travel agency,travel,1
TXN008350,2025-02-01,HP FUEL STATION,257.5,Debit Card,Fuel,hp fuel station,hp,5
TXN008351,2026-06-03,AIRTEL XSTREAM FIBER,303.15,Net Banking,Bills,airtel xstream fiber,airtel,2
TXN008352,2025-06-03,FESTIVAL BONUS PUNE,15196.23,Cash,Income,festival bonus pune,festival,1
TXN008353,2025-05-15,UPI GIFT SHOP,19910.23,UPI,Shopping,upi gift shop,gift,3
TXN008354,2026-05-03,LAUNDRY SERVICE #7995,714.23,Wallet,Other,laundry service,laundry,6
TXN008355,2025-02-04,SIP INVESTMENT ONLINE,72532.32,Cash,Investment,sip investment online,sip,1
TXN008356,2026-02-03,POS BEST BUS TICKET,2323.28,Debit Card,Travel,pos best bus ticket,best,1
TXN008357,2024-06-10,UPI PHYSIOTHERAPY SESSION,1153.56,Cash,Healthcare,upi physiotherapy session,physiotherapy,0
TXN008358,2026-03-09,POS OLA OUTSTATION,5605.66,Wallet,Travel,pos ola outstation,ola,0
TXN008359,2025-09-12,NOTEBOOK PURCHASE #4986,64607.2,Debit Card,Education,notebook purchase,notebook,4
TXN008360,2025-01-22,MICROSOFT 365 SUBSCRIPTION ONLINE,1950.97,Credit Card,Bills,microsoft subscription online,microsoft,2
TXN008361,2025-02-28,UPI DIESEL REFILL,2565.39,Debit Card,Fuel,upi diesel refill,diesel,4
TXN008362,2024-10-23,Baskin Robbins,478.21,Credit Card,Food,baskin robbins,baskin,2
TXN008363,2025-03-26,POS BHARAT PETROLEUM,1221.67,Wallet,Fuel,pos bharat petroleum,bharat,2
TXN008364,2024-11-27,PARKING FEE INDIA,7021.37,Debit Card,Travel,parking fee india,parking,2
TXN008365,2026-06-12,Financial Investment,126410.0,Credit Card,Investment,financial investment,financial,4
TXN008366,2026-04-05,HOME REPAIR ONLINE,2557.47,Cash,Other,home repair online,home,6
TXN008367,2025-10-12,Monthly Salary,147803.46,Credit Card,Income,monthly salary,monthly,6
TXN008368,2025-01-13,ONEPLUS STORE PUNE,1441.35,Cash,Shopping,oneplus store pune,oneplus,0
TXN008369,2026-05-15,UPI BHARAT PETROLEUM,4808.34,Debit Card,Fuel,upi bharat petroleum,bharat,4
TXN008370,2026-05-27,CNG REFILL INDIA,3396.57,Credit Card,Fuel,cng refill india,cng,2
TXN008371,2025-07-16,CONCERT TICKET ONLINE,1685.09,Wallet,Entertainment,concert ticket online,concert,2
TXN008372,2025-07-12,HOTEL RESTAURANT ONLINE,632.55,Debit Card,Food,hotel restaurant online,hotel,5
TXN008373,2025-06-04,POS KEM HOSPITAL,13111.36,Credit Card,Healthcare,pos kem hospital,kem,2
TXN008374,2026-01-13,ARCADE GAMES #6211,2033.01,Wallet,Entertainment,arcade games,arcade,1
TXN008375,2024-05-20,POS BANK TRANSFER,4710.15,Credit Card,Other,pos bank transfer,bank,0
TXN008376,2025-06-10,Business Income,226929.2,Wallet,Income,business income,business,1
TXN008377,2026-03-29,EXCITEL BROADBAND #1889,11714.38,Wallet,Bills,excitel broadband,excitel,6
TXN008378,2024-05-29,Taxi Fare,4212.35,UPI,Travel,taxi fare,taxi,2
TXN008379,2024-09-11,UPI FUEL STATION PAYMENT,4135.7,Net Banking,Fuel,upi fuel station payment,fuel,2
TXN008380,2025-03-16,RELIANCE SMART,22174.88,Wallet,Shopping,reliance smart,reliance,6
TXN008381,2026-04-30,CAR FUEL PUNE,1750.15,UPI,Fuel,car fuel pune,car,3
TXN008382,2024-07-08,OFFICE LEASE PUNE,38673.9,UPI,Rent,office lease pune,office,0
TXN008383,2024-01-12,CHAAYOS INDIA,651.74,Cash,Food,chaayos india,chaayos,4
TXN008384,2025-05-30,MEDICAL STORE PURCHASE PUNE,16582.24,Credit Card,Shopping,medical store purchase pune,medical,4
TXN008385,2024-06-20,POS FESTIVAL SHOPPING,182.11,Net Banking,Other,pos festival shopping,festival,3
TXN008386,2024-05-18,DIGITAL GOLD PURCHASE ONLINE,103356.07,Credit Card,Investment,digital gold purchase online,digital,5
TXN008387,2024-06-15,UPI GITHUB PRO SUBSCRIPTION,11771.55,Wallet,Bills,upi github pro subscription,github,5
TXN008388,2024-01-23,SMALLCASE INVESTMENT INDIA,1999.46,Wallet,Investment,smallcase investment india,smallcase,1
TXN008389,2026-04-16,UPI BANK CHARGES,3766.62,UPI,Other,upi bank charges,bank,3
TXN008390,2024-10-22,POS PUMA STORE,492.9,Wallet,Shopping,pos puma store,puma,1
TXN008391,2024-06-16,INTERNET BILL #5369,6273.89,UPI,Bills,internet bill,internet,6
TXN008392,2026-01-28,OFFLINE SHOPPING ONLINE,24592.67,Credit Card,Shopping,offline shopping online,offline,2
TXN008393,2025-10-06,ADVANCE RENT ONLINE,35861.64,Debit Card,Rent,advance rent online,advance,0
TXN008394,2025-11-29,BIRTHDAY GIFT,5061.41,Credit Card,Other,birthday gift,birthday,5
TXN008395,2024-11-21,POS EXPRESSWAY FUEL,3186.79,Debit Card,Fuel,pos expressway fuel,expressway,3
TXN008396,2025-06-12,MANIPAL HOSPITAL #4338,10373.07,Credit Card,Healthcare,manipal hospital,manipal,3
TXN008397,2024-08-22,APARTMENT MAINTENANCE,6828.75,UPI,Bills,apartment maintenance,apartment,3
TXN008398,2024-10-24,Property Lease,15173.61,Net Banking,Rent,property lease,property,3
TXN008399,2024-03-29,UPI EPIC GAMES STORE,1636.37,Debit Card,Entertainment,upi epic games store,epic,4
TXN008400,2024-09-04,AIRTEL RECHARGE ONLINE,8329.62,UPI,Bills,airtel recharge online,airtel,2
TXN008401,2024-09-27,UPI PROJECT PAYMENT,14672.54,Debit Card,Income,upi project payment,project,4
TXN008402,2025-11-19,UPI RECEIVED PUNE,201016.72,Net Banking,Income,upi received pune,received,2
TXN008403,2024-06-17,ZOMATO UPI,339.82,Debit Card,Food,zomato upi,zomato,0
TXN008404,2026-03-10,TORRENT POWER BILL ONLINE,9497.24,Cash,Bills,torrent power bill online,torrent,1
TXN008405,2025-02-06,ONLINE SHOPPING PUNE,1660.94,Cash,Shopping,online shopping pune,online,3
TXN008406,2024-08-17,Care Hospital,5330.63,Wallet,Healthcare,care hospital,care,5
TXN008407,2026-02-24,AMAZON PAY INDIA,4754.96,Credit Card,Shopping,amazon pay india,amazon,1
TXN008408,2025-03-21,FREELANCE PAYMENT #7892,75962.82,Wallet,Income,freelance payment,freelance,4
TXN008409,2024-06-28,CASH WITHDRAWAL,6003.85,Credit Card,Other,cash withdrawal,cash,4
TXN008410,2025-01-12,REDBUS TICKET ONLINE,5628.71,Wallet,Travel,redbus ticket online,redbus,6
TXN008411,2025-06-24,UPI GOVERNMENT SERVICE FEE,916.88,UPI,Other,upi government service fee,government,1
TXN008412,2025-05-23,Exam Registration Fee,68017.93,Cash,Education,exam registration fee,exam,4
TXN008413,2024-09-06,CHAI #9673,147.46,Cash,Food,chai,chai,4
TXN008414,2025-04-04,SIP INVESTMENT ONLINE,5047.17,UPI,Investment,sip investment online,sip,4
TXN008415,2025-09-13,IMPS CREDIT INDIA,30835.42,Cash,Income,imps credit india,credit,5
TXN008416,2025-03-05,FOOD COURT ONLINE,524.14,UPI,Food,food court online,food,2
TXN008417,2025-09-04,LEASE PAYMENT INDIA,18929.2,Wallet,Rent,lease payment india,lease,3
TXN008418,2024-09-11,INCOME CREDIT,42224.25,Net Banking,Income,income credit,income,2
TXN008419,2025-02-09,BOOK STORE INDIA,5742.43,Wallet,Shopping,book store india,book,6
TXN008420,2025-12-08,SCHOLARSHIP CREDIT,44406.2,Net Banking,Income,scholarship credit,scholarship,0
TXN008421,2025-02-24,HOSTEL RENT ONLINE,41769.98,UPI,Rent,hostel rent online,hostel,0
TXN008422,2024-07-02,UPI HP FUEL STATION,4611.51,Cash,Fuel,upi hp fuel station,hp,1
TXN008423,2024-05-15,POS YATRA FLIGHT BOOKING,1332.57,Debit Card,Travel,pos yatra flight booking,yatra,2
TXN008424,2024-02-13,CT SCAN #8542,12861.36,UPI,Healthcare,ct scan,ct,1
TXN008425,2026-05-02,UPI LEETCODE PREMIUM,2403.04,Debit Card,Education,upi leetcode premium,leetcode,5
TXN008426,2026-06-22,POS ZEE5 SUBSCRIPTION,3964.06,Credit Card,Entertainment,pos zee subscription,zee,0
TXN008427,2024-10-16,CLIENT PAYMENT ONLINE,141489.7,Credit Card,Income,client payment online,client,2
TXN008428,2024-04-01,PPF DEPOSIT INDIA,11314.37,Wallet,Investment,ppf deposit india,ppf,0
TXN008429,2026-04-03,UPI VITAMIN SUPPLEMENTS,1511.93,Debit Card,Healthcare,upi vitamin supplements,vitamin,4
TXN008430,2025-04-30,EXAM REGISTRATION FEE,41979.68,Net Banking,Education,exam registration fee,exam,2
TXN008431,2025-04-10,ZERODHA INVESTMENT #5164,199095.87,Credit Card,Investment,zerodha investment,zerodha,3
TXN008432,2025-03-31,POS COLLEGE CANTEEN FEE,19511.75,Wallet,Education,pos college canteen fee,college,0
TXN008433,2025-07-19,SWIGGY UPI ONLINE,189.69,Debit Card,Food,swiggy upi online,swiggy,5
TXN008434,2025-08-31,POS STORAGE UNIT RENT,6361.68,UPI,Rent,pos storage unit rent,storage,6
TXN008435,2024-10-19,UPI PSYCHOLOGIST SESSION,821.78,Cash,Healthcare,upi psychologist session,psychologist,5
TXN008436,2026-03-06,UPI UNIVERSITY FEE,57064.01,Credit Card,Education,upi university fee,university,4
TXN008437,2024-10-27,UPI AJIO,11672.79,Credit Card,Shopping,upi ajio,ajio,6
TXN008438,2026-03-10,MONEY TRANSFER,1938.39,Wallet,Other,money transfer,money,1
TXN008439,2025-12-26,AUTO FUEL INDIA,3286.88,Credit Card,Fuel,auto fuel india,auto,4
TXN008440,2026-05-24,ZOMATO FOOD DELIVERY #7413,1391.63,Wallet,Food,zomato food delivery,zomato,6
TXN008441,2025-07-23,BUS FUEL PUNE,2380.4,Credit Card,Fuel,bus fuel pune,bus,2
TXN008442,2026-03-13,GOIBIBO HOTEL #5820,6950.55,UPI,Travel,goibibo hotel,goibibo,4
TXN008443,2024-11-15,UPI FASTAG RECHARGE,4351.99,Debit Card,Fuel,upi fastag recharge,fastag,4
TXN008444,2024-04-26,SEMESTER FEE,71687.2,Wallet,Education,semester fee,semester,4
TXN008445,2026-05-12,SUPERMARKET SHOPPING PUNE,14606.57,Wallet,Shopping,supermarket shopping pune,supermarket,1
TXN008446,2025-05-06,HOSPITAL BILL ONLINE,5414.84,Debit Card,Healthcare,hospital bill online,hospital,1
TXN008447,2026-02-06,BAKERY PURCHASE PUNE,1088.87,UPI,Food,bakery purchase pune,bakery,4
TXN008448,2024-11-13,UBER RIDE #2820,111.7,Net Banking,Travel,uber ride,uber,2
TXN008449,2024-05-20,UPI WOW! MOMO,999.56,UPI,Food,upi wow momo,wow,0
TXN008450,2026-03-30,POS OLA RIDE,4018.69,Net Banking,Travel,pos ola ride,ola,0
TXN008451,2024-03-28,PROJECT PAYMENT #9818,79510.43,UPI,Income,project payment,project,3
TXN008452,2024-01-18,UPI UPI RECEIVED,199998.85,Credit Card,Income,upi upi received,received,3
TXN008453,2024-03-28,HP Petrol Pump,3143.53,UPI,Fuel,hp petrol pump,hp,3
TXN008454,2024-07-14,BIKE FUEL #9049,4179.68,UPI,Fuel,bike fuel,bike,6
TXN008455,2025-02-24,TOY STORE PUNE,3234.4,Wallet,Shopping,toy store pune,toy,0
TXN008456,2026-02-04,POS MEDICAL EQUIPMENT,5096.58,Wallet,Healthcare,pos medical equipment,medical,2
TXN008457,2026-04-11,PROJECT MATERIALS,38386.09,Debit Card,Education,project materials,project,5
TXN008458,2024-06-06,DIVIDEND CREDIT PUNE,162563.24,UPI,Income,dividend credit pune,dividend,3
TXN008459,2024-08-16,POS SWIGGY PUNE,1085.98,Debit Card,Food,pos swiggy pune,swiggy,4
TXN008460,2026-06-20,Property Rental,25994.98,Net Banking,Rent,property rental,property,5
TXN008461,2026-02-19,UPI OFFICE RENT,43043.57,Net Banking,Rent,upi office rent,office,3
TXN008462,2026-05-10,BAKERY PURCHASE,1019.72,Wallet,Food,bakery purchase,bakery,6
TXN008463,2025-05-07,POS BMTC BUS TICKET,4892.36,Wallet,Travel,pos bmtc bus ticket,bmtc,2
TXN008464,2024-12-28,POS RENTAL CAR,3935.41,UPI,Travel,pos rental car,rental,5
TXN008465,2024-08-25,PERFORMANCE BONUS #6424,35217.07,Cash,Income,performance bonus,performance,6
TXN008466,2025-09-22,ENT Consultation,9219.02,UPI,Healthcare,ent consultation,ent,0
TXN008467,2024-05-10,BREAKFAST EXPENSE #7621,284.88,Cash,Food,breakfast expense,breakfast,4
TXN008468,2025-10-24,POS AMAZON MARKETPLACE,9476.73,Cash,Shopping,pos amazon marketplace,amazon,4
TXN008469,2026-02-09,BURGER KING,404.39,Wallet,Food,burger king,burger,0
TXN008470,2025-01-06,CODECHEF SUBSCRIPTION INDIA,54620.41,Net Banking,Education,codechef subscription india,codechef,0
TXN008471,2026-06-13,POS ANNUAL BONUS,215086.05,Wallet,Income,pos annual bonus,annual,5
TXN008472,2026-01-21,HOUSE CLEANING #6962,9258.26,Cash,Other,house cleaning,house,2
TXN008473,2024-10-17,FREELANCE PAYMENT,168349.42,Credit Card,Income,freelance payment,freelance,3
TXN008474,2025-09-11,BAKERY PURCHASE #4030,607.81,Debit Card,Food,bakery purchase,bakery,3
TXN008475,2026-01-10,MRI SCAN PUNE,3581.73,Wallet,Healthcare,mri scan pune,mri,5
TXN008476,2025-11-26,SARAVANA BHAVAN PUNE,676.27,Credit Card,Food,saravana bhavan pune,saravana,2
TXN008477,2025-04-13,ACT FIBERNET,5306.54,UPI,Bills,act fibernet,act,6
TXN008478,2024-01-22,PLUMBING CHARGES,9987.63,Credit Card,Other,plumbing charges,plumbing,0
TXN008479,2024-03-15,PAYROLL CREDIT #1030,243843.21,Cash,Income,payroll credit,payroll,4
TXN008480,2026-01-09,VEHICLE SERVICE PUNE,9310.36,Net Banking,Other,vehicle service pune,vehicle,4
TXN008481,2025-01-11,BMTC BUS TICKET #5930,2525.8,Credit Card,Travel,bmtc bus ticket,bmtc,5
TXN008482,2026-03-12,POS CAR WASH,2364.48,Debit Card,Other,pos car wash,car,3
